grid_id,value
215,3.000000
216,4.000000
217,4.000000
218,4.000000
219,4.000000
220,5.000000
221,5.000000
222,5.000000
223,6.000000
224,6.000000
225,6.000000
226,7.000000
227,7.000000
228,8.000000
229,8.000000
230,8.000000
231,8.000000
232,8.000000
233,8.000000
234,8.000000
235,8.000000
236,8.000000
237,8.000000
238,8.000000
239,8.000000
240,8.000000
241,8.000000
242,8.000000
243,8.000000
244,8.000000
245,8.000000
246,8.000000
247,8.000000
248,8.000000
249,8.000000
250,8.000000
251,8.000000
252,8.000000
253,8.000000
254,8.000000
255,8.000000
256,8.000000
257,8.000000
258,8.000000
259,8.000000
260,8.000000
261,8.000000
262,8.000000
263,8.000000
264,8.000000
265,8.000000
266,8.000000
267,8.000000
268,8.000000
269,8.000000
270,8.000000
271,8.000000
272,8.000000
273,8.000000
274,8.000000
275,8.000000
276,8.000000
277,8.000000
278,8.000000
279,8.000000
280,8.000000
281,7.000000
282,7.000000
283,7.000000
284,7.000000
285,7.000000
286,7.000000
287,7.000000
288,7.000000
289,7.000000
290,7.000000
291,7.000000
292,7.000000
293,7.000000
294,7.000000
295,7.000000
296,7.000000
297,7.000000
298,7.000000
299,7.000000
300,7.000000
301,7.000000
302,7.000000
303,7.000000
304,7.000000
305,7.000000
306,7.000000
307,7.000000
308,7.000000
309,7.000000
310,7.000000
311,7.000000
312,7.000000
313,7.000000
314,7.000000
315,7.000000
316,7.000000
317,7.000000
318,7.000000
319,7.000000
320,7.000000
321,7.000000
322,7.000000
323,7.000000
324,7.000000
325,7.000000
326,7.000000
327,7.000000
328,7.000000
329,7.000000
330,7.000000
331,7.000000
332,7.000000
333,7.000000
334,7.000000
335,7.000000
336,6.000000
337,6.000000
338,5.000000
339,4.000000
340,4.000000
341,4.000000
342,3.000000
343,3.000000
344,2.000000
345,2.000000
346,2.000000
347,1.000000
348,1.000000
349,1.000000
350,1.000000
351,1.000000
352,0.000000
353,0.000000
354,0.000000
355,0.000000
356,0.000000
357,0.000000
358,0.000000
359,0.000000
360,0.000000
361,0.000000
362,0.000000
363,0.000000
364,0.000000
365,0.000000
366,0.000000
367,0.000000
368,1.000000
369,1.000000
370,1.000000
371,1.000000
372,1.000000
373,1.000000
374,1.000000
375,1.000000
376,1.000000
377,1.000000
378,2.000000
379,2.000000
380,2.000000
381,2.000000
382,2.000000
383,2.000000
384,2.000000
385,3.000000
386,3.000000
387,3.000000
388,3.000000
389,3.000000
390,3.000000
391,4.000000
392,4.000000
393,4.000000
394,4.000000
395,4.000000
396,5.000000
397,5.000000
398,5.000000
399,6.000000
400,6.000000
401,6.000000
402,7.000000
403,7.000000
404,7.000000
405,8.000000
406,8.000000
407,8.000000
408,8.000000
409,8.000000
410,8.000000
411,8.000000
412,8.000000
413,8.000000
414,8.000000
415,8.000000
416,8.000000
417,8.000000
418,8.000000
419,8.000000
420,8.000000
421,8.000000
422,8.000000
423,8.000000
424,8.000000
425,8.000000
426,8.000000
427,8.000000
428,8.000000
429,8.000000
430,8.000000
431,8.000000
432,8.000000
433,8.000000
434,8.000000
435,8.000000
436,8.000000
437,8.000000
438,8.000000
439,8.000000
440,8.000000
441,8.000000
442,8.000000
443,8.000000
444,8.000000
445,8.000000
446,8.000000
447,8.000000
448,8.000000
449,8.000000
450,8.000000
451,8.000000
452,8.000000
453,8.000000
454,8.000000
455,8.000000
456,8.000000
457,8.000000
458,8.000000
459,7.000000
460,7.000000
461,7.000000
462,7.000000
463,7.000000
464,7.000000
465,7.000000
466,7.000000
467,7.000000
468,7.000000
469,7.000000
470,7.000000
471,7.000000
472,7.000000
473,7.000000
474,7.000000
475,7.000000
476,7.000000
477,7.000000
478,7.000000
479,7.000000
480,7.000000
481,7.000000
482,7.000000
483,7.000000
484,7.000000
485,7.000000
486,7.000000
487,7.000000
488,7.000000
489,7.000000
490,7.000000
491,7.000000
492,7.000000
493,7.000000
494,7.000000
495,7.000000
496,7.000000
497,7.000000
498,7.000000
499,7.000000
500,7.000000
501,7.000000
502,7.000000
503,7.000000
504,7.000000
505,7.000000
506,7.000000
507,7.000000
508,7.000000
509,7.000000
510,7.000000
511,7.000000
512,7.000000
513,7.000000
514,7.000000
515,6.000000
516,6.000000
517,5.000000
518,5.000000
519,4.000000
520,4.000000
521,3.000000
522,3.000000
523,2.000000
524,2.000000
525,2.000000
526,1.000000
527,1.000000
528,1.000000
529,1.000000
530,1.000000
531,0.000000
532,0.000000
533,0.000000
534,0.000000
535,0.000000
536,0.000000
537,0.000000
538,0.000000
539,0.000000
540,0.000000
541,0.000000
542,0.000000
543,0.000000
544,1.000000
545,1.000000
546,1.000000
547,1.000000
548,1.000000
549,1.000000
550,1.000000
551,1.000000
552,1.000000
553,1.000000
554,2.000000
555,2.000000
556,2.000000
557,2.000000
558,2.000000
559,2.000000
560,2.000000
561,3.000000
562,3.000000
563,3.000000
564,3.000000
565,3.000000
566,3.000000
567,4.000000
568,4.000000
569,4.000000
570,4.000000
571,5.000000
572,5.000000
573,5.000000
574,5.000000
575,6.000000
576,6.000000
577,6.000000
578,7.000000
579,7.000000
580,7.000000
581,8.000000
582,8.000000
583,8.000000
584,8.000000
585,8.000000
586,8.000000
587,8.000000
588,8.000000
589,8.000000
590,8.000000
591,8.000000
592,8.000000
593,8.000000
594,8.000000
595,8.000000
596,8.000000
597,8.000000
598,8.000000
599,8.000000
600,8.000000
601,8.000000
602,8.000000
603,8.000000
604,8.000000
605,8.000000
606,8.000000
607,8.000000
608,8.000000
609,8.000000
610,8.000000
611,8.000000
612,8.000000
613,8.000000
614,8.000000
615,8.000000
616,8.000000
617,8.000000
618,8.000000
619,8.000000
620,8.000000
621,8.000000
622,8.000000
623,8.000000
624,8.000000
625,8.000000
626,8.000000
627,8.000000
628,8.000000
629,8.000000
630,8.000000
631,8.000000
632,8.000000
633,8.000000
634,8.000000
635,8.000000
636,8.000000
637,8.000000
638,7.000000
639,7.000000
640,7.000000
641,7.000000
642,7.000000
643,7.000000
644,7.000000
645,7.000000
646,7.000000
647,7.000000
648,7.000000
649,7.000000
650,7.000000
651,7.000000
652,7.000000
653,7.000000
654,7.000000
655,7.000000
656,7.000000
657,7.000000
658,7.000000
659,7.000000
660,7.000000
661,7.000000
662,7.000000
663,7.000000
664,7.000000
665,7.000000
666,7.000000
667,7.000000
668,7.000000
669,7.000000
670,7.000000
671,7.000000
672,7.000000
673,7.000000
674,7.000000
675,7.000000
676,7.000000
677,7.000000
678,7.000000
679,7.000000
680,7.000000
681,7.000000
682,7.000000
683,7.000000
684,7.000000
685,7.000000
686,7.000000
687,7.000000
688,7.000000
689,7.000000
690,7.000000
691,7.000000
692,7.000000
693,7.000000
694,6.000000
695,6.000000
696,5.000000
697,5.000000
698,4.000000
699,4.000000
700,3.000000
701,3.000000
702,2.000000
703,2.000000
704,2.000000
705,1.000000
706,1.000000
707,1.000000
708,1.000000
709,1.000000
710,0.000000
711,0.000000
712,0.000000
713,0.000000
714,0.000000
715,0.000000
716,0.000000
717,0.000000
718,0.000000
719,0.000000
720,1.000000
721,1.000000
722,1.000000
723,1.000000
724,1.000000
725,1.000000
726,1.000000
727,1.000000
728,1.000000
729,1.000000
730,2.000000
731,2.000000
732,2.000000
733,2.000000
734,2.000000
735,2.000000
736,3.000000
737,3.000000
738,3.000000
739,3.000000
740,3.000000
741,3.000000
742,4.000000
743,4.000000
744,4.000000
745,4.000000
746,4.000000
747,5.000000
748,5.000000
749,5.000000
750,5.000000
751,6.000000
752,6.000000
753,6.000000
754,7.000000
755,7.000000
756,7.000000
757,8.000000
758,8.000000
759,8.000000
760,9.000000
761,9.000000
762,9.000000
763,8.000000
764,8.000000
765,8.000000
766,8.000000
767,8.000000
768,8.000000
769,8.000000
770,8.000000
771,8.000000
772,8.000000
773,8.000000
774,8.000000
775,8.000000
776,8.000000
777,8.000000
778,8.000000
779,8.000000
780,8.000000
781,8.000000
782,8.000000
783,8.000000
784,8.000000
785,8.000000
786,8.000000
787,8.000000
788,8.000000
789,8.000000
790,8.000000
791,8.000000
792,8.000000
793,8.000000
794,8.000000
795,8.000000
796,8.000000
797,8.000000
798,8.000000
799,8.000000
800,8.000000
801,8.000000
802,8.000000
803,8.000000
804,8.000000
805,8.000000
806,8.000000
807,8.000000
808,8.000000
809,8.000000
810,8.000000
811,8.000000
812,8.000000
813,8.000000
814,8.000000
815,8.000000
816,7.000000
817,7.000000
818,7.000000
819,7.000000
820,7.000000
821,7.000000
822,7.000000
823,7.000000
824,7.000000
825,7.000000
826,7.000000
827,7.000000
828,7.000000
829,7.000000
830,7.000000
831,7.000000
832,7.000000
833,7.000000
834,7.000000
835,7.000000
836,7.000000
837,7.000000
838,7.000000
839,7.000000
840,7.000000
841,7.000000
842,7.000000
843,7.000000
844,7.000000
845,7.000000
846,7.000000
847,7.000000
848,7.000000
849,7.000000
850,7.000000
851,7.000000
852,7.000000
853,7.000000
854,7.000000
855,7.000000
856,7.000000
857,7.000000
858,7.000000
859,7.000000
860,7.000000
861,7.000000
862,7.000000
863,7.000000
864,7.000000
865,7.000000
866,7.000000
867,7.000000
868,7.000000
869,7.000000
870,7.000000
871,7.000000
872,7.000000
873,6.000000
874,6.000000
875,5.000000
876,5.000000
877,4.000000
878,4.000000
879,3.000000
880,3.000000
881,2.000000
882,2.000000
883,2.000000
884,1.000000
885,1.000000
886,1.000000
887,1.000000
888,1.000000
889,0.000000
890,0.000000
891,0.000000
892,0.000000
893,0.000000
894,0.000000
895,0.000000
896,1.000000
897,1.000000
898,1.000000
899,1.000000
900,1.000000
901,1.000000
902,1.000000
903,1.000000
904,1.000000
905,2.000000
906,2.000000
907,2.000000
908,2.000000
909,2.000000
910,2.000000
911,2.000000
912,3.000000
913,3.000000
914,3.000000
915,3.000000
916,3.000000
917,4.000000
918,4.000000
919,4.000000
920,4.000000
921,4.000000
922,5.000000
923,5.000000
924,5.000000
925,5.000000
926,6.000000
927,6.000000
928,6.000000
929,6.000000
930,7.000000
931,7.000000
932,7.000000
933,8.000000
934,8.000000
935,8.000000
936,9.000000
937,9.000000
938,9.000000
939,9.000000
940,9.000000
941,8.000000
942,8.000000
943,8.000000
944,8.000000
945,8.000000
946,8.000000
947,8.000000
948,8.000000
949,8.000000
950,8.000000
951,8.000000
952,8.000000
953,8.000000
954,8.000000
955,8.000000
956,8.000000
957,8.000000
958,8.000000
959,8.000000
960,8.000000
961,8.000000
962,8.000000
963,8.000000
964,8.000000
965,8.000000
966,8.000000
967,8.000000
968,8.000000
969,8.000000
970,8.000000
971,8.000000
972,8.000000
973,8.000000
974,8.000000
975,8.000000
976,8.000000
977,8.000000
978,8.000000
979,8.000000
980,8.000000
981,8.000000
982,8.000000
983,8.000000
984,8.000000
985,8.000000
986,8.000000
987,8.000000
988,8.000000
989,8.000000
990,8.000000
991,8.000000
992,8.000000
993,8.000000
994,7.000000
995,7.000000
996,7.000000
997,7.000000
998,7.000000
999,7.000000
1000,7.000000
1001,7.000000
1002,7.000000
1003,7.000000
1004,7.000000
1005,7.000000
1006,7.000000
1007,7.000000
1008,7.000000
1009,7.000000
1010,7.000000
1011,7.000000
1012,7.000000
1013,7.000000
1014,7.000000
1015,7.000000
1016,7.000000
1017,7.000000
1018,7.000000
1019,7.000000
1020,7.000000
1021,7.000000
1022,7.000000
1023,7.000000
1024,7.000000
1025,7.000000
1026,7.000000
1027,7.000000
1028,7.000000
1029,7.000000
1030,7.000000
1031,7.000000
1032,7.000000
1033,7.000000
1034,7.000000
1035,7.000000
1036,7.000000
1037,7.000000
1038,7.000000
1039,7.000000
1040,7.000000
1041,7.000000
1042,7.000000
1043,7.000000
1044,7.000000
1045,7.000000
1046,7.000000
1047,7.000000
1048,7.000000
1049,7.000000
1050,7.000000
1051,7.000000
1052,7.000000
1053,6.000000
1054,5.000000
1055,5.000000
1056,4.000000
1057,4.000000
1058,3.000000
1059,3.000000
1060,2.000000
1061,2.000000
1062,2.000000
1063,1.000000
1064,1.000000
1065,1.000000
1066,1.000000
1067,1.000000
1068,0.000000
1069,0.000000
1070,0.000000
1071,0.000000
1072,1.000000
1073,1.000000
1074,1.000000
1075,1.000000
1076,1.000000
1077,1.000000
1078,1.000000
1079,1.000000
1080,1.000000
1081,2.000000
1082,2.000000
1083,2.000000
1084,2.000000
1085,2.000000
1086,2.000000
1087,2.000000
1088,3.000000
1089,3.000000
1090,3.000000
1091,3.000000
1092,3.000000
1093,4.000000
1094,4.000000
1095,4.000000
1096,4.000000
1097,4.000000
1098,5.000000
1099,5.000000
1100,5.000000
1101,5.000000
1102,6.000000
1103,6.000000
1104,6.000000
1105,7.000000
1106,7.000000
1107,7.000000
1108,7.000000
1109,8.000000
1110,8.000000
1111,8.000000
1112,9.000000
1113,9.000000
1114,9.000000
1115,9.000000
1116,9.000000
1117,9.000000
1118,9.000000
1119,9.000000
1120,8.000000
1121,8.000000
1122,8.000000
1123,8.000000
1124,8.000000
1125,8.000000
1126,8.000000
1127,8.000000
1128,8.000000
1129,8.000000
1130,8.000000
1131,8.000000
1132,8.000000
1133,8.000000
1134,8.000000
1135,8.000000
1136,8.000000
1137,8.000000
1138,8.000000
1139,8.000000
1140,8.000000
1141,8.000000
1142,8.000000
1143,8.000000
1144,8.000000
1145,8.000000
1146,8.000000
1147,8.000000
1148,8.000000
1149,8.000000
1150,8.000000
1151,8.000000
1152,8.000000
1153,8.000000
1154,8.000000
1155,8.000000
1156,8.000000
1157,8.000000
1158,8.000000
1159,8.000000
1160,8.000000
1161,8.000000
1162,8.000000
1163,8.000000
1164,8.000000
1165,8.000000
1166,8.000000
1167,8.000000
1168,8.000000
1169,8.000000
1170,8.000000
1171,8.000000
1172,8.000000
1173,7.000000
1174,7.000000
1175,7.000000
1176,7.000000
1177,7.000000
1178,7.000000
1179,7.000000
1180,7.000000
1181,7.000000
1182,7.000000
1183,7.000000
1184,7.000000
1185,7.000000
1186,7.000000
1187,7.000000
1188,7.000000
1189,7.000000
1190,7.000000
1191,7.000000
1192,7.000000
1193,7.000000
1194,7.000000
1195,7.000000
1196,7.000000
1197,7.000000
1198,7.000000
1199,7.000000
1200,7.000000
1201,7.000000
1202,7.000000
1203,6.000000
1204,6.000000
1205,6.000000
1206,6.000000
1207,7.000000
1208,7.000000
1209,7.000000
1210,7.000000
1211,7.000000
1212,7.000000
1213,7.000000
1214,7.000000
1215,7.000000
1216,7.000000
1217,7.000000
1218,7.000000
1219,7.000000
1220,7.000000
1221,7.000000
1222,7.000000
1223,7.000000
1224,7.000000
1225,7.000000
1226,7.000000
1227,7.000000
1228,7.000000
1229,7.000000
1230,7.000000
1231,7.000000
1232,6.000000
1233,5.000000
1234,5.000000
1235,4.000000
1236,4.000000
1237,3.000000
1238,3.000000
1239,2.000000
1240,2.000000
1241,2.000000
1242,1.000000
1243,1.000000
1244,1.000000
1245,1.000000
1246,0.000000
1247,0.000000
1248,0.000000
1249,1.000000
1250,1.000000
1251,1.000000
1252,1.000000
1253,1.000000
1254,1.000000
1255,1.000000
1256,1.000000
1257,2.000000
1258,2.000000
1259,2.000000
1260,2.000000
1261,2.000000
1262,2.000000
1263,2.000000
1264,3.000000
1265,3.000000
1266,3.000000
1267,3.000000
1268,3.000000
1269,4.000000
1270,4.000000
1271,4.000000
1272,4.000000
1273,5.000000
1274,5.000000
1275,5.000000
1276,5.000000
1277,6.000000
1278,6.000000
1279,6.000000
1280,6.000000
1281,7.000000
1282,7.000000
1283,7.000000
1284,8.000000
1285,8.000000
1286,8.000000
1287,9.000000
1288,9.000000
1289,9.000000
1290,9.000000
1291,9.000000
1292,9.000000
1293,9.000000
1294,9.000000
1295,9.000000
1296,9.000000
1297,9.000000
1298,9.000000
1299,8.000000
1300,8.000000
1301,8.000000
1302,8.000000
1303,8.000000
1304,8.000000
1305,8.000000
1306,8.000000
1307,8.000000
1308,8.000000
1309,8.000000
1310,8.000000
1311,8.000000
1312,8.000000
1313,8.000000
1314,8.000000
1315,8.000000
1316,8.000000
1317,8.000000
1318,8.000000
1319,8.000000
1320,8.000000
1321,8.000000
1322,8.000000
1323,8.000000
1324,8.000000
1325,8.000000
1326,8.000000
1327,8.000000
1328,8.000000
1329,8.000000
1330,8.000000
1331,8.000000
1332,8.000000
1333,8.000000
1334,8.000000
1335,8.000000
1336,8.000000
1337,8.000000
1338,8.000000
1339,8.000000
1340,8.000000
1341,8.000000
1342,8.000000
1343,8.000000
1344,8.000000
1345,8.000000
1346,8.000000
1347,8.000000
1348,8.000000
1349,8.000000
1350,8.000000
1351,7.000000
1352,7.000000
1353,7.000000
1354,7.000000
1355,7.000000
1356,7.000000
1357,7.000000
1358,7.000000
1359,7.000000
1360,7.000000
1361,7.000000
1362,7.000000
1363,7.000000
1364,7.000000
1365,7.000000
1366,7.000000
1367,7.000000
1368,7.000000
1369,7.000000
1370,7.000000
1371,7.000000
1372,7.000000
1373,7.000000
1374,7.000000
1375,7.000000
1376,7.000000
1377,7.000000
1378,7.000000
1379,7.000000
1380,7.000000
1381,6.000000
1382,6.000000
1383,6.000000
1384,6.000000
1385,6.000000
1386,6.000000
1387,6.000000
1388,7.000000
1389,7.000000
1390,7.000000
1391,7.000000
1392,7.000000
1393,7.000000
1394,7.000000
1395,7.000000
1396,7.000000
1397,7.000000
1398,7.000000
1399,7.000000
1400,7.000000
1401,7.000000
1402,7.000000
1403,7.000000
1404,7.000000
1405,7.000000
1406,7.000000
1407,7.000000
1408,7.000000
1409,7.000000
1410,7.000000
1411,6.000000
1412,5.000000
1413,5.000000
1414,4.000000
1415,4.000000
1416,3.000000
1417,3.000000
1418,2.000000
1419,2.000000
1420,2.000000
1421,1.000000
1422,1.000000
1423,1.000000
1424,0.000000
1425,1.000000
1426,1.000000
1427,1.000000
1428,1.000000
1429,1.000000
1430,1.000000
1431,1.000000
1432,1.000000
1433,1.000000
1434,2.000000
1435,2.000000
1436,2.000000
1437,2.000000
1438,2.000000
1439,2.000000
1440,3.000000
1441,3.000000
1442,3.000000
1443,3.000000
1444,4.000000
1445,4.000000
1446,4.000000
1447,4.000000
1448,4.000000
1449,5.000000
1450,5.000000
1451,5.000000
1452,5.000000
1453,6.000000
1454,6.000000
1455,6.000000
1456,7.000000
1457,7.000000
1458,7.000000
1459,7.000000
1460,8.000000
1461,8.000000
1462,8.000000
1463,9.000000
1464,9.000000
1465,9.000000
1466,9.000000
1467,9.000000
1468,9.000000
1469,9.000000
1470,9.000000
1471,9.000000
1472,9.000000
1473,9.000000
1474,9.000000
1475,9.000000
1476,9.000000
1477,8.000000
1478,8.000000
1479,8.000000
1480,8.000000
1481,8.000000
1482,8.000000
1483,8.000000
1484,8.000000
1485,8.000000
1486,8.000000
1487,8.000000
1488,8.000000
1489,8.000000
1490,8.000000
1491,8.000000
1492,8.000000
1493,8.000000
1494,8.000000
1495,8.000000
1496,8.000000
1497,8.000000
1498,8.000000
1499,8.000000
1500,8.000000
1501,8.000000
1502,8.000000
1503,8.000000
1504,8.000000
1505,8.000000
1506,8.000000
1507,8.000000
1508,8.000000
1509,8.000000
1510,8.000000
1511,8.000000
1512,8.000000
1513,8.000000
1514,8.000000
1515,8.000000
1516,8.000000
1517,8.000000
1518,8.000000
1519,8.000000
1520,8.000000
1521,8.000000
1522,8.000000
1523,8.000000
1524,8.000000
1525,8.000000
1526,8.000000
1527,8.000000
1528,8.000000
1529,7.000000
1530,7.000000
1531,7.000000
1532,7.000000
1533,7.000000
1534,7.000000
1535,7.000000
1536,7.000000
1537,7.000000
1538,7.000000
1539,7.000000
1540,7.000000
1541,7.000000
1542,7.000000
1543,7.000000
1544,7.000000
1545,7.000000
1546,7.000000
1547,7.000000
1548,7.000000
1549,7.000000
1550,7.000000
1551,7.000000
1552,7.000000
1553,7.000000
1554,7.000000
1555,7.000000
1556,7.000000
1557,7.000000
1558,6.000000
1559,6.000000
1560,6.000000
1561,6.000000
1562,6.000000
1563,6.000000
1564,6.000000
1565,6.000000
1566,6.000000
1567,6.000000
1568,7.000000
1569,7.000000
1570,7.000000
1571,7.000000
1572,7.000000
1573,7.000000
1574,7.000000
1575,7.000000
1576,7.000000
1577,7.000000
1578,7.000000
1579,7.000000
1580,7.000000
1581,7.000000
1582,7.000000
1583,7.000000
1584,7.000000
1585,7.000000
1586,7.000000
1587,7.000000
1588,7.000000
1589,7.000000
1590,6.000000
1591,5.000000
1592,5.000000
1593,4.000000
1594,4.000000
1595,3.000000
1596,3.000000
1597,2.000000
1598,2.000000
1599,2.000000
1600,1.000000
1601,1.000000
1602,1.000000
1603,1.000000
1604,1.000000
1605,1.000000
1606,1.000000
1607,1.000000
1608,1.000000
1609,1.000000
1610,2.000000
1611,2.000000
1612,2.000000
1613,2.000000
1614,2.000000
1615,2.000000
1616,3.000000
1617,3.000000
1618,3.000000
1619,3.000000
1620,4.000000
1621,4.000000
1622,4.000000
1623,4.000000
1624,5.000000
1625,5.000000
1626,5.000000
1627,5.000000
1628,6.000000
1629,6.000000
1630,6.000000
1631,6.000000
1632,7.000000
1633,7.000000
1634,7.000000
1635,8.000000
1636,8.000000
1637,8.000000
1638,9.000000
1639,9.000000
1640,9.000000
1641,9.000000
1642,9.000000
1643,9.000000
1644,9.000000
1645,9.000000
1646,9.000000
1647,9.000000
1648,9.000000
1649,9.000000
1650,9.000000
1651,9.000000
1652,9.000000
1653,9.000000
1654,9.000000
1655,9.000000
1656,8.000000
1657,8.000000
1658,8.000000
1659,8.000000
1660,8.000000
1661,8.000000
1662,8.000000
1663,8.000000
1664,8.000000
1665,8.000000
1666,8.000000
1667,8.000000
1668,8.000000
1669,8.000000
1670,8.000000
1671,8.000000
1672,8.000000
1673,8.000000
1674,8.000000
1675,8.000000
1676,8.000000
1677,8.000000
1678,8.000000
1679,8.000000
1680,8.000000
1681,8.000000
1682,8.000000
1683,8.000000
1684,8.000000
1685,8.000000
1686,8.000000
1687,8.000000
1688,8.000000
1689,8.000000
1690,8.000000
1691,8.000000
1692,8.000000
1693,8.000000
1694,8.000000
1695,8.000000
1696,8.000000
1697,8.000000
1698,8.000000
1699,8.000000
1700,8.000000
1701,8.000000
1702,8.000000
1703,8.000000
1704,8.000000
1705,8.000000
1706,8.000000
1707,8.000000
1708,7.000000
1709,7.000000
1710,7.000000
1711,7.000000
1712,7.000000
1713,7.000000
1714,7.000000
1715,7.000000
1716,7.000000
1717,7.000000
1718,7.000000
1719,7.000000
1720,7.000000
1721,7.000000
1722,7.000000
1723,7.000000
1724,7.000000
1725,7.000000
1726,7.000000
1727,7.000000
1728,7.000000
1729,7.000000
1730,7.000000
1731,7.000000
1732,7.000000
1733,7.000000
1734,7.000000
1735,7.000000
1736,6.000000
1737,6.000000
1738,6.000000
1739,6.000000
1740,6.000000
1741,6.000000
1742,6.000000
1743,6.000000
1744,6.000000
1745,6.000000
1746,6.000000
1747,6.000000
1748,7.000000
1749,7.000000
1750,7.000000
1751,7.000000
1752,7.000000
1753,7.000000
1754,7.000000
1755,7.000000
1756,7.000000
1757,7.000000
1758,7.000000
1759,7.000000
1760,7.000000
1761,7.000000
1762,7.000000
1763,7.000000
1764,7.000000
1765,7.000000
1766,7.000000
1767,7.000000
1768,7.000000
1769,6.000000
1770,5.000000
1771,5.000000
1772,4.000000
1773,4.000000
1774,3.000000
1775,3.000000
1776,2.000000
1777,2.000000
1778,2.000000
1779,1.000000
1780,1.000000
1781,1.000000
1782,1.000000
1783,1.000000
1784,1.000000
1785,1.000000
1786,2.000000
1787,2.000000
1788,2.000000
1789,2.000000
1790,2.000000
1791,2.000000
1792,3.000000
1793,3.000000
1794,3.000000
1795,3.000000
1796,4.000000
1797,4.000000
1798,4.000000
1799,4.000000
1800,5.000000
1801,5.000000
1802,5.000000
1803,5.000000
1804,6.000000
1805,6.000000
1806,6.000000
1807,7.000000
1808,7.000000
1809,7.000000
1810,8.000000
1811,8.000000
1812,8.000000
1813,8.000000
1814,9.000000
1815,9.000000
1816,9.000000
1817,9.000000
1818,9.000000
1819,9.000000
1820,9.000000
1821,9.000000
1822,9.000000
1823,9.000000
1824,9.000000
1825,9.000000
1826,9.000000
1827,9.000000
1828,9.000000
1829,9.000000
1830,9.000000
1831,9.000000
1832,9.000000
1833,9.000000
1834,8.000000
1835,8.000000
1836,8.000000
1837,8.000000
1838,8.000000
1839,8.000000
1840,8.000000
1841,8.000000
1842,8.000000
1843,8.000000
1844,8.000000
1845,8.000000
1846,8.000000
1847,8.000000
1848,8.000000
1849,8.000000
1850,8.000000
1851,8.000000
1852,8.000000
1853,8.000000
1854,8.000000
1855,8.000000
1856,8.000000
1857,8.000000
1858,8.000000
1859,8.000000
1860,8.000000
1861,8.000000
1862,8.000000
1863,8.000000
1864,8.000000
1865,8.000000
1866,8.000000
1867,8.000000
1868,8.000000
1869,8.000000
1870,8.000000
1871,8.000000
1872,8.000000
